id,raw,avg,var,maxminusmin,lastminusfirst,label
11370,74423,74225,91205,980,199, NO_EVENT
11371,73955,74113,45779,666,-468, NO_EVENT
11372,73827,74102,53654,579,-128, NO_EVENT
11373,73789,73935,35205,569,-244, NO_EVENT
11374,74141,74265,6010,251,-119, NO_EVENT
11375,73993,74074,45049,647,-148, NO_EVENT
11376,74183,74172,42811,590,190, NO_EVENT
11377,74296,74294,24342,392,113, NO_EVENT
11378,73946,74074,49892,573,-350, NO_EVENT
11379,74041,74300,30857,527,-527, NO_EVENT
11380,74337,73996,51978,789,370, NO_EVENT
11381,74259,74172,33212,563,-78, NO_EVENT
11382,74205,74171,42211,602,-54, NO_EVENT
11383,74165,74216,32209,520,-40, NO_EVENT
11384,73906,74228,83477,671,-259, NO_EVENT
11385,73960,74258,51403,618,-395, NO_EVENT
11386,74464,74169,37315,533,504, NO_EVENT
11387,74318,74328,7231,288,-146, NO_EVENT
11388,74611,74268,27536,641,293, NO_EVENT
11389,73777,74234,81505,834,-834, NO_EVENT
11390,74000,74210,25992,458,-458, NO_EVENT
11391,74216,74172,20653,434,216, NO_EVENT
11392,74052,74125,27600,489,-164, NO_EVENT
11393,74284,74117,59938,611,232, NO_EVENT
11394,73965,74120,44526,638,-319, NO_EVENT
11395,74206,74219,53647,655,-81, NO_EVENT
11396,74185,74319,58198,630,-24, NO_EVENT
11397,74304,74191,53882,683,119, NO_EVENT
11398,74527,74186,80615,772,223, NO_EVENT
11399,74480,74301,45435,537,-47, NO_EVENT
11400,73896,74305,52620,610,-584, NO_EVENT
11401,73908,74245,36205,600,-375, NO_EVENT
11402,74506,74255,93782,793,598, NO_EVENT
11403,74627,74259,122681,1008,121, NO_EVENT
11404,74328,74277,67874,794,-299, NO_EVENT
11405,74126,74361,15093,324,-202, NO_EVENT
11406,74202,74349,11597,273,-273, NO_EVENT
11407,74434,74394,58838,657,-179, NO_EVENT
11408,74435,74168,34662,490,1, NO_EVENT
11409,74670,74420,48006,609,235, NO_EVENT
11410,73705,74265,117712,981,-965, NO_EVENT
11411,74210,74410,31092,445,-329, NO_EVENT
11412,74614,74373,54836,670,555, NO_EVENT
11413,74200,74478,76059,665,-414, NO_EVENT
11414,74300,74216,23098,456,100, NO_EVENT
11415,74597,74257,40156,754,297, NO_EVENT
11416,73939,74400,63352,708,-658, NO_EVENT
11417,74086,74220,68797,688,-325, NO_EVENT
11418,74382,74214,102024,952,296, NO_EVENT
11419,74658,74330,44364,573,276, NO_EVENT
11420,74333,74228,50384,759,-325, NO_EVENT
11421,74134,74303,70855,722,-199, NO_EVENT
11422,74032,74208,21202,390,-273, NO_EVENT
11423,74598,74300,42722,669,566, NO_EVENT
11424,74496,74262,71891,759,-102, NO_EVENT
11425,74394,74376,54246,770,-102, NO_EVENT
11426,73777,74168,45142,617,-617, NO_EVENT
11427,74219,74274,12733,271,-199, NO_EVENT
11428,74219,74299,21020,447,-124, NO_EVENT
11429,74446,74271,27748,497,227, NO_EVENT
11430,74147,74218,69078,709,-299, NO_EVENT
11431,74763,74345,39896,693,616, NO_EVENT
11432,74384,74401,34467,621,-379, NO_EVENT
11433,74167,74406,30840,533,-533, NO_EVENT
11434,74569,74201,58423,705,402, NO_EVENT
11435,74545,74374,76220,767,-24, NO_EVENT
11436,74941,74505,45737,784,396, NO_EVENT
11437,74256,74504,44391,685,-685, NO_EVENT
11438,74571,74424,32257,519,177, NO_EVENT
11439,74633,74496,60407,637,62, NO_EVENT
11440,75000,74503,81248,871,367, NO_EVENT
11441,74881,74599,112462,773,-119, NO_EVENT
11442,74457,74757,134464,1077,-424, NO_EVENT
11443,75307,75125,34996,497,253, NO_EVENT
11444,75863,75254,73163,896,556, NO_EVENT
11445,75329,75343,88384,857,-534, NO_EVENT
11446,75695,75738,80968,875,366, NO_EVENT
11447,76539,76443,31524,939,844, NO_EVENT
11448,77008,77026,59619,837,469, NO_EVENT
11449,78971,78263,194675,1298,699, NO_EVENT
11450,80673,80163,242464,1764,1702, NO_EVENT
11451,84406,82195,526018,3001,3001, NO_EVENT
11452,135282,103528,52575748,50876,50876, TOUCHED
11453,143258,141841,950339,2678,531, TOUCHED
11454,142207,140682,8099561,6673,-1051, TOUCHED
11455,88164,117499,66010559,57183,-54043, UNTOUCHED
11456,84564,86037,915280,3600,-3600, NO_EVENT
11457,82357,83577,547525,2207,-2207, NO_EVENT
11458,82155,82267,211027,1176,-601, NO_EVENT
11459,82262,81932,61537,737,107, NO_EVENT
11460,82026,81977,69521,744,-236, NO_EVENT
11461,82542,82256,98233,864,516, NO_EVENT
11462,87244,85005,750158,3141,3121, NO_EVENT
11463,151775,122541,140585017,64531,64531, TOUCHED
11464,153285,152800,491128,1783,1510, TOUCHED
11465,132248,153394,41758607,25482,-21037, TOUCHED
11466,85824,95077,96023336,46617,-46424, UNTOUCHED
11467,83348,84523,600813,2476,-2476, NO_EVENT
11468,82286,82576,67540,1062,-1062, NO_EVENT
11469,81721,81909,89612,832,-565, NO_EVENT
11470,81871,81731,27872,401,-62, NO_EVENT
11471,81273,81464,50721,650,-598, NO_EVENT
11472,81244,81575,57974,678,-29, NO_EVENT
11473,81956,81610,46717,592,32, NO_EVENT
11474,81911,81582,105434,781,-45, NO_EVENT
11475,81629,81807,66066,685,-282, NO_EVENT
11476,85155,83157,724629,2811,2811, NO_EVENT
11477,143713,119964,6590868,58558,58558, TOUCHED
11478,142091,143479,2791224,3892,-1622, TOUCHED
11479,146886,147027,5029331,6640,4795, TOUCHED
11480,85771,106274,78284891,61115,-61115, UNTOUCHED
11481,84461,84862,256457,1476,-1310, NO_EVENT
11482,85048,84479,71636,917,587, NO_EVENT
11483,85305,85074,70348,673,257, NO_EVENT
11484,118356,96455,166690704,33051,33051, TOUCHED
11485,138810,134823,37483288,21051,20454, TOUCHED
11486,143996,139923,6754319,7127,7127, TOUCHED
11487,97414,128418,164836617,46582,-46582, TOUCHED
11488,86081,87784,4681090,5729,-5729, UNTOUCHED
11489,83436,84435,482815,1831,-1812, NO_EVENT
11490,83204,83064,101324,952,-232, NO_EVENT
11491,82297,82675,77719,907,-907, NO_EVENT
11492,82526,82567,38958,551,229, NO_EVENT
11493,83537,82825,99205,1263,832, NO_EVENT
11494,85515,84049,382393,2281,1978, NO_EVENT
11495,135159,102562,41660893,49644,49644, TOUCHED
11496,117167,124353,48786457,17992,-17992, TOUCHED
11497,129889,134864,15365056,19636,12722, TOUCHED
11498,94485,117819,119556459,35404,-35404, TOUCHED
11499,84598,88101,10220899,9887,-9887, UNTOUCHED
11500,82201,82814,613555,2651,-2397, NO_EVENT
11501,81632,81831,63787,797,-569, NO_EVENT
11502,81639,81336,85197,719,66, NO_EVENT
11503,81658,81310,65301,705,19, NO_EVENT
11504,81742,81796,70858,673,84, NO_EVENT
11505,84273,82728,949383,2877,2531, NO_EVENT
11506,142732,122462,112602208,56767,56767, TOUCHED
11507,142084,143258,5528774,5728,-648, TOUCHED
11508,141167,142231,230702,1593,-917, TOUCHED
11509,85271,101328,91431673,55896,-55896, UNTOUCHED
11510,82232,82819,1202537,3537,-3039, NO_EVENT
11511,80740,81221,138987,1492,-1492, NO_EVENT
11512,79963,80112,170875,1346,-693, NO_EVENT
11513,78728,79405,143551,1235,-1235, NO_EVENT
11514,79956,79209,59003,1103,723, NO_EVENT
11515,82000,80976,472315,2044,2044, NO_EVENT
11516,85516,83503,2122056,3516,3516, NO_EVENT
11517,144179,127093,27492896,58663,58663, TOUCHED
11518,85164,92582,158476013,32496,-32496, UNTOUCHED
11519,82471,83550,879935,2477,-2276, NO_EVENT
11520,81712,81959,110813,991,-759, NO_EVENT
11521,80561,81245,130495,1151,-1151, NO_EVENT
11522,81081,80573,42703,773,455, NO_EVENT
11523,80415,80602,34939,666,-666, NO_EVENT
11524,80670,80721,51835,784,255, NO_EVENT
11525,82274,82003,91510,736,615, NO_EVENT
11526,151937,135950,117716772,55020,52638, TOUCHED
11527,155499,152120,5511602,5913,3471, TOUCHED
11528,82817,101268,70241860,72682,-72682, UNTOUCHED
11529,81785,81914,112041,809,-558, NO_EVENT
11530,81447,81474,64461,659,-338, NO_EVENT
11531,80817,81255,152382,991,-630, NO_EVENT
11532,82076,81632,58586,690,353, NO_EVENT
11533,82656,82007,51426,926,580, NO_EVENT
11534,84523,83186,480265,2143,1867, NO_EVENT
11535,87429,85720,1043682,2906,2906, NO_EVENT
11536,160144,139248,13051294,75297,72715, TOUCHED
11537,86412,100878,12272256,73732,-73732, UNTOUCHED
11538,83703,84831,812674,2843,-2709, NO_EVENT
11539,81997,82439,244793,1741,-1706, NO_EVENT
11540,81631,81752,19606,390,-366, NO_EVENT
11541,80984,81082,140542,1116,-794, NO_EVENT
11542,80359,80648,40966,625,-625, NO_EVENT
11543,80479,80230,143643,997,120, NO_EVENT
11544,80336,80274,102738,949,-143, NO_EVENT
11545,81428,80877,172093,1221,1092, NO_EVENT
11546,82902,82051,109074,1299,1019, NO_EVENT
11547,82225,82810,204059,1274,-677, NO_EVENT
11548,80688,81418,248397,1537,-1537, NO_EVENT
11549,79717,79925,259099,1690,-971, NO_EVENT
11550,79362,79249,94567,961,-355, NO_EVENT
11551,80793,80157,104233,1431,1431, NO_EVENT
11552,101853,86289,76735938,21060,21060, TOUCHED
11553,163851,154114,4846945,62298,61998, TOUCHED
11554,163843,164025,57149,501,-8, TOUCHED
11555,82572,130498,63533060,81949,-81949, UNTOUCHED
11556,80452,81112,596353,2454,-2120, NO_EVENT
11557,79257,79281,272915,2058,-1195, NO_EVENT
11558,78527,78741,139976,1070,-730, NO_EVENT
11559,79324,78422,191376,1393,797, NO_EVENT
11560,80234,79350,231202,1589,910, NO_EVENT
11561,81851,81214,301129,1617,1617, NO_EVENT
11562,163567,119487,104928053,80286,80286, TOUCHED
11563,163313,163695,101455,754,-254, TOUCHED
11564,163818,164373,272155,1638,505, TOUCHED
11565,84023,97414,154617153,79795,-79795, UNTOUCHED
11566,81763,82530,305661,2260,-2260, NO_EVENT
11567,81861,81785,61657,727,-107, NO_EVENT
11568,82182,81766,49791,705,321, NO_EVENT
11569,82999,82299,155581,1085,817, NO_EVENT
11570,163623,110586,119959954,79417,79417, TOUCHED
11571,163558,163861,138883,799,-65, TOUCHED
11572,86267,130966,121921530,77960,-77960, UNTOUCHED
11573,82604,84483,1430056,3663,-3663, NO_EVENT
11574,81699,81967,101430,1074,-905, NO_EVENT
11575,81028,81377,54654,671,-671, NO_EVENT
11576,81894,81244,67491,990,524, NO_EVENT
11577,82038,81811,94390,835,144, NO_EVENT
11578,83516,82549,269436,1478,1478, NO_EVENT
11579,163858,106902,59344483,79150,79150, TOUCHED
11580,164398,164132,21482,540,540, TOUCHED
11581,86895,134222,138421803,77503,-77503, UNTOUCHED
11582,83545,85187,1276061,3350,-3350, NO_EVENT
11583,82441,82733,173807,1298,-1104, NO_EVENT
11584,81887,82102,99019,843,-554, NO_EVENT
11585,82145,82006,96975,823,84, NO_EVENT
11586,82448,82155,28699,556,303, NO_EVENT
11587,82534,82450,85205,865,86, NO_EVENT
11588,84987,83900,743424,2453,2453, NO_EVENT
11589,116387,96027,23665074,31105,31105, TOUCHED
11590,163660,161765,85956033,47746,47273, TOUCHED
11591,89925,123668,64328655,73735,-73735, UNTOUCHED
11592,85083,86730,1118559,2997,-2997, NO_EVENT
11593,84439,85053,182156,1127,-1127, NO_EVENT
11594,84703,84387,177345,1266,-243, NO_EVENT
11595,84913,84172,172035,1355,210, NO_EVENT
11596,84940,84420,231659,1375,27, NO_EVENT
11597,86084,85438,245766,1317,1144, NO_EVENT
11598,127504,96890,124961860,41420,41420, TOUCHED
11599,163152,158391,130229212,35648,35648, TOUCHED
11600,92779,128618,124139082,70373,-70373, TOUCHED
11601,86739,88854,3916067,6040,-6040, UNTOUCHED
11602,85996,86145,305071,1467,-743, NO_EVENT
11603,85316,85372,201178,1134,-680, NO_EVENT
11604,84806,84877,76933,939,-510, NO_EVENT
11605,85198,85133,144423,1177,392, NO_EVENT
11606,87496,86395,458638,2298,2298, NO_EVENT
11607,162047,134179,144537585,74615,74551, TOUCHED
11608,161817,161855,355733,1392,-230, TOUCHED
11609,143073,159569,24603369,18744,-18744, TOUCHED
11610,87810,104330,5141431,55263,-55263, UNTOUCHED
11611,84808,86014,544154,2236,-2236, NO_EVENT
11612,85034,84836,116685,949,-174, NO_EVENT
11613,85482,84837,77434,1124,448, NO_EVENT
11614,86722,85906,246744,1286,1240, NO_EVENT
11615,157872,108828,81007782,71150,71150, TOUCHED
11616,156845,158796,2069768,3790,-1027, TOUCHED
11617,90865,119329,107336627,65980,-65980, TOUCHED
11618,84923,86455,2010589,4041,-4041, UNTOUCHED
11619,81874,82918,1411982,3336,-3180, NO_EVENT
11620,80268,80706,375632,1753,-1606, NO_EVENT
11621,78087,78456,697263,3051,-2181, NO_EVENT
11622,75905,76902,412830,2182,-2182, NO_EVENT
11623,75576,75824,128660,1075,-584, NO_EVENT
11624,75471,75372,95041,923,-105, NO_EVENT
11625,75071,74881,137146,1190,-400, NO_EVENT
11626,74661,74796,49294,566,-410, NO_EVENT
11627,75010,74694,35135,603,450, NO_EVENT
11628,74745,74620,50485,744,-265, NO_EVENT
11629,74684,74539,41910,626,-61, NO_EVENT
11630,74337,74504,62718,742,-347, NO_EVENT
11631,74667,74532,22735,441,211, NO_EVENT
11632,74304,74305,92567,879,501, NO_EVENT
11633,74824,74575,144233,998,520, NO_EVENT
11634,74751,74549,63215,658,-73, NO_EVENT
11635,74367,74446,27140,509,-384, NO_EVENT
11636,74380,74586,26062,429,-256, NO_EVENT
11637,74181,74435,75097,746,-498, NO_EVENT
11638,74432,74477,25435,575,251, NO_EVENT
11639,74831,74449,79425,970,399, NO_EVENT
11640,74160,74478,47297,671,-671, NO_EVENT
11641,74557,74404,30927,475,268, NO_EVENT
11642,74862,74418,41219,719,581, NO_EVENT
11643,74527,74534,42311,746,-335, NO_EVENT
11644,74692,74443,54200,720,165, NO_EVENT
11645,74130,74488,46149,679,-562, NO_EVENT
11646,74477,74539,4410,176,-158, NO_EVENT
11647,74664,74564,23129,392,187, NO_EVENT
11648,74651,74491,13278,367,-13, NO_EVENT
11649,74380,74463,71242,795,-271, NO_EVENT
11650,74434,74542,11691,327,54, NO_EVENT
11651,75097,74680,25887,529,444, NO_EVENT
11652,75376,74653,75931,961,279, NO_EVENT
11653,75744,74966,87013,1023,368, NO_EVENT
11654,75514,75908,72500,678,-230, NO_EVENT
11655,77948,76815,243793,1564,1503, NO_EVENT
11656,78578,77975,38138,877,630, NO_EVENT
11657,79485,78886,96492,907,907, NO_EVENT
11658,81266,80631,316321,1781,1781, NO_EVENT
11659,83108,81924,87280,1372,1372, NO_EVENT
11660,88175,84927,1974781,5067,5067, NO_EVENT
11661,164166,138227,145438506,75991,75991, TOUCHED
11662,162944,163734,247162,1283,-769, TOUCHED
11663,164744,164421,473625,2142,1800, TOUCHED
11664,162515,164091,218051,2229,-2229, TOUCHED
11665,161488,162150,207960,1027,-1027, TOUCHED
11666,142438,152067,37777338,19050,-19050, TOUCHED
11667,149951,148629,17234069,11025,7513, TOUCHED
11668,87127,98165,162882350,34375,-34375, UNTOUCHED
11669,84189,85405,547375,2176,-1489, NO_EVENT
11670,82433,83101,136842,1230,-1230, NO_EVENT
11671,81935,81991,60757,782,-498, NO_EVENT
11672,80503,81074,148320,1432,-1432, NO_EVENT
11673,78169,79461,579295,2355,-2355, NO_EVENT
11674,76197,77147,387905,1972,-1972, NO_EVENT
11675,75502,75609,231352,1266,-634, NO_EVENT
11676,75018,74968,43927,855,-484, NO_EVENT
11677,74822,74706,34920,545,-196, NO_EVENT
11678,74620,74686,83469,908,-202, NO_EVENT
11679,74685,74601,13100,348,-124, NO_EVENT
11680,74663,74474,21051,377,81, NO_EVENT
11681,74640,74551,14959,381,-23, NO_EVENT
11682,74863,74476,54343,716,223, NO_EVENT
11683,74465,74611,79967,797,-398, NO_EVENT
11684,74263,74469,67438,753,-299, NO_EVENT
11685,74462,74440,22406,461,199, NO_EVENT
11686,74572,74516,6339,246,110, NO_EVENT
11687,74520,74617,67059,805,-52, NO_EVENT
11688,74413,74551,18356,351,-107, NO_EVENT
11689,74722,74503,40846,550,141, NO_EVENT
11690,74416,74466,12696,420,-306, NO_EVENT
11691,75279,74654,50403,863,863, NO_EVENT
11692,74639,74526,115842,1209,-640, NO_EVENT
11693,74683,74658,3004,159,44, NO_EVENT
11694,74708,74649,130545,1175,176, NO_EVENT
11695,74463,74474,35517,557,-245, NO_EVENT
11696,74351,74279,84427,869,-112, NO_EVENT
11697,74625,74512,24164,465,274, NO_EVENT
11698,74613,74539,4327,194,-12, NO_EVENT
11699,74611,74532,74524,798,36, NO_EVENT
11700,74676,74512,60365,667,65, NO_EVENT
11701,74530,74503,6432,274,-146, NO_EVENT
11702,74614,74545,50687,736,84, NO_EVENT
11703,74793,74524,84021,816,-117, NO_EVENT
11704,74701,74505,42177,599,437, NO_EVENT
11705,74511,74620,15715,334,-190, NO_EVENT
11706,74700,74525,24294,465,189, NO_EVENT
11707,74489,74642,19775,385,-211, NO_EVENT
11708,74670,74806,17943,374,-301, NO_EVENT
11709,74973,74819,36300,513,303, NO_EVENT
11710,75249,74948,39508,569,276, NO_EVENT
11711,75211,75159,123912,1105,-38, NO_EVENT
11712,75591,75647,46067,689,-41, NO_EVENT
11713,76104,75935,74960,820,513, NO_EVENT
11714,77259,76512,78239,1155,1155, NO_EVENT
11715,77972,77203,101657,1186,713, NO_EVENT
11716,78905,77812,271282,1813,933, NO_EVENT
11717,79814,79010,229386,1604,909, NO_EVENT
11718,80181,79788,44918,791,367, NO_EVENT
11719,80791,80746,112073,904,610, NO_EVENT
11720,81382,80976,107894,843,591, NO_EVENT
11721,82389,81858,92105,1061,1061, NO_EVENT
11722,84122,82724,270697,2020,1733, NO_EVENT
11723,145445,95544,132195794,61323,61323, TOUCHED
11724,163647,159826,52095162,18714,18202, TOUCHED
11725,163827,163875,39513,476,180, TOUCHED
11726,144020,158287,64356125,19807,-19807, TOUCHED
11727,85803,106387,42642843,38978,-38978, UNTOUCHED
11728,82136,83324,1433252,3667,-3667, NO_EVENT
11729,81115,81475,146226,1224,-1021, NO_EVENT
11730,78984,79843,566318,2213,-1901, NO_EVENT
11731,77993,78480,183205,1166,-991, NO_EVENT
11732,77100,77341,231112,1532,-1097, NO_EVENT
11733,76519,76364,219500,1394,-581, NO_EVENT
11734,76186,76333,62461,723,-333, NO_EVENT
11735,76554,76228,51327,565,381, NO_EVENT
11736,76928,76291,69532,943,374, NO_EVENT
11737,77024,77044,82481,726,96, NO_EVENT
11738,78930,77839,266252,1563,1473, NO_EVENT
11739,79646,79200,153870,957,716, NO_EVENT
11740,80736,80149,191192,1247,1170, NO_EVENT
11741,81631,81086,57397,895,895, NO_EVENT
11742,81911,81751,39297,578,280, NO_EVENT
11743,82181,81838,41162,569,485, NO_EVENT
11744,82138,81886,41332,636,-43, NO_EVENT
11745,81873,81872,69728,761,-265, NO_EVENT
11746,82415,81985,44057,743,383, NO_EVENT
11747,82547,82083,86967,834,132, NO_EVENT
11748,83187,82581,109594,1148,640, NO_EVENT
11749,85543,84087,775756,2387,2356, NO_EVENT
11750,160666,111472,74284941,75123,75123, TOUCHED
11751,162731,161931,690917,2065,2065, TOUCHED
11752,162905,161594,695665,2016,2016, TOUCHED
11753,86584,130809,147665267,77204,-76321, UNTOUCHED
11754,82740,84315,1277574,2949,-2949, NO_EVENT
11755,81774,81899,116498,1106,-701, NO_EVENT
11756,79556,80802,452322,2218,-2218, NO_EVENT
11757,78342,78931,681557,2353,-1214, NO_EVENT
11758,76085,77029,432728,2257,-2257, NO_EVENT
11759,75629,75930,85250,811,-741, NO_EVENT
11760,75390,75212,150550,1153,-239, NO_EVENT
11761,75161,75049,31085,614,-229, NO_EVENT
11762,73914,74589,165753,1247,-1247, NO_EVENT
11763,74775,74527,24892,480,480, NO_EVENT
11764,74924,74568,18903,540,149, NO_EVENT
11765,74414,74573,53675,685,-510, NO_EVENT
11766,74378,74538,19400,347,-36, NO_EVENT
11767,74580,74560,9654,259,-84, NO_EVENT
11768,74793,74463,139307,1009,986, NO_EVENT
11769,74655,74624,59052,773,-138, NO_EVENT
11770,75002,74520,81532,908,347, NO_EVENT
11771,74464,74651,34030,571,-538, NO_EVENT
11772,74703,74488,46101,656,252, NO_EVENT
11773,74526,74473,100766,842,352, NO_EVENT
11774,74667,74610,61659,858,141, NO_EVENT
11775,74769,74406,95501,897,102, NO_EVENT
11776,74558,74560,20126,409,-211, NO_EVENT
11777,74433,74532,41708,613,-299, NO_EVENT
11778,74775,74492,21387,524,342, NO_EVENT
11779,74558,74487,37958,585,-217, NO_EVENT
11780,74885,74525,79158,807,327, NO_EVENT
11781,74677,74738,43762,596,-208, NO_EVENT
11782,74481,74589,22105,413,-126, NO_EVENT
11783,74635,74612,120163,906,154, NO_EVENT
11784,74786,74595,11336,384,151, NO_EVENT
11785,74702,74518,63018,710,-84, NO_EVENT
11786,74567,74615,69614,741,-135, NO_EVENT
11787,74527,74588,57390,716,85, NO_EVENT
11788,75113,74613,48256,719,586, NO_EVENT
11789,74689,74694,51644,717,-424, NO_EVENT
11790,74335,74650,27673,504,-354, NO_EVENT
11791,74612,74617,43373,690,23, NO_EVENT
11792,74591,74667,20178,465,0, NO_EVENT
11793,74690,74620,57754,610,99, NO_EVENT
11794,74923,74693,43263,573,233, NO_EVENT
11795,74467,74696,39072,538,-456, NO_EVENT
11796,74930,74627,95559,764,81, NO_EVENT
11797,74779,74744,17569,366,-151, NO_EVENT
11798,74923,74681,35257,547,144, NO_EVENT
11799,74795,74751,49431,642,-128, NO_EVENT
11800,74868,74796,17032,389,112, NO_EVENT
11801,74570,74672,19595,340,14, NO_EVENT
11802,74947,74792,52533,556,377, NO_EVENT
11803,75134,75076,20843,437,187, NO_EVENT
11804,75298,75216,34744,551,164, NO_EVENT
11805,75757,75617,50854,602,483, NO_EVENT
11806,76854,76027,59634,1148,1097, NO_EVENT
11807,76989,76816,170285,1224,135, NO_EVENT
11808,78412,77471,296185,1801,1801, NO_EVENT
11809,78564,78374,58863,670,152, NO_EVENT
11810,79982,79177,88130,1234,913, NO_EVENT
11811,80063,80109,15039,352,81, NO_EVENT
11812,80986,80355,79022,1123,1123, NO_EVENT
11813,80825,80788,12594,311,-161, NO_EVENT
11814,80256,80353,138310,1101,-569, NO_EVENT
11815,79851,79700,12147,351,48, NO_EVENT
11816,78483,79483,221644,1368,-1368, NO_EVENT
11817,78764,78642,134125,1061,214, NO_EVENT
11818,79603,79245,135481,1036,839, NO_EVENT
11819,83061,81192,555789,2617,2617, NO_EVENT
11820,161676,119745,164399563,78615,78615, TOUCHED
11821,163725,163258,837460,2339,2049, TOUCHED
11822,84071,135051,141254761,79654,-79654, UNTOUCHED
11823,81545,82330,786754,2601,-2526, NO_EVENT
11824,79010,79932,990441,2880,-2535, NO_EVENT
11825,77225,77654,153652,1105,-964, NO_EVENT
11826,76542,76122,203651,1880,-683, NO_EVENT
11827,75254,75582,196272,1288,-1288, NO_EVENT
11828,75290,74965,74910,846,405, NO_EVENT
11829,75170,74924,46807,733,-120, NO_EVENT
11830,74925,74631,76441,936,-245, NO_EVENT
11831,74334,74795,105137,828,-591, NO_EVENT
11832,75111,74831,63017,640,-39, NO_EVENT
11833,75065,74781,42392,712,-46, NO_EVENT
11834,75003,74699,32720,653,-62, NO_EVENT
11835,74414,74736,38747,589,-589, NO_EVENT
11836,74960,74825,10304,273,9, NO_EVENT
11837,74838,74781,52610,760,26, NO_EVENT
11838,74627,74628,58624,744,-211, NO_EVENT
11839,74869,74724,63059,812,242, NO_EVENT
11840,73968,74704,134213,1212,-901, NO_EVENT
11841,74769,74644,44019,597,-84, NO_EVENT
11842,74969,74521,33556,640,200, NO_EVENT
11843,74853,74606,68858,639,-116, NO_EVENT
11844,74397,74799,35583,608,-456, NO_EVENT
11845,74491,74633,33190,547,94, NO_EVENT
11846,74778,74861,22903,402,-275, NO_EVENT
11847,74934,74594,68815,757,156, NO_EVENT
11848,74595,74621,19076,413,-339, NO_EVENT
11849,74878,74830,15052,427,283, NO_EVENT
11850,74965,74773,38030,515,234, NO_EVENT
11851,74743,74765,27454,529,-222, NO_EVENT
11852,74994,74622,37909,553,251, NO_EVENT
11853,74687,74631,73713,721,-307, NO_EVENT
11854,74217,74514,48960,673,-470, NO_EVENT
11855,74527,74632,77741,701,-234, NO_EVENT
11856,74677,74589,27767,404,150, NO_EVENT
11857,74640,74619,79673,911,-37, NO_EVENT
11858,74126,74462,58826,700,-514, NO_EVENT
11859,74316,74544,12352,334,-328, NO_EVENT
11860,74559,74457,30089,498,195, NO_EVENT
11861,74745,74649,126360,1117,186, NO_EVENT
11862,74787,74686,96322,849,42, NO_EVENT
11863,74416,74429,75034,875,-371, NO_EVENT
11864,74860,74592,24505,466,173, NO_EVENT
11865,74867,74545,33120,515,402, NO_EVENT
11866,74619,74595,18883,483,-248, NO_EVENT
11867,74992,74415,47867,860,373, NO_EVENT
11868,74361,74673,212382,1162,-631, NO_EVENT
11869,74229,74504,23720,439,-354, NO_EVENT
11870,74744,74658,30253,667,515, NO_EVENT
11871,74781,74584,11304,337,37, NO_EVENT
11872,74624,74583,91863,846,-157, NO_EVENT
11873,74323,74658,164263,1106,-301, NO_EVENT
11874,74686,74664,19137,385,-35, NO_EVENT
11875,74738,74725,31267,468,52, NO_EVENT
11876,75117,74729,106695,1054,379, NO_EVENT
11877,74497,74775,86862,842,-620, NO_EVENT
11878,75123,75013,20407,414,161, NO_EVENT
11879,75032,74951,37489,546,220, NO_EVENT
11880,75152,74974,43317,581,120, NO_EVENT
11881,74854,75017,29780,492,-298, NO_EVENT
11882,75086,75108,49681,653,-212, NO_EVENT
11883,75083,75001,49094,627,-129, NO_EVENT
11884,74942,74936,5816,277,-141, NO_EVENT
11885,75216,74921,69309,851,274, NO_EVENT
11886,74882,74890,28763,534,-334, NO_EVENT
11887,75004,74857,93446,920,-89, NO_EVENT
11888,74813,74919,68001,871,-191, NO_EVENT
11889,74700,74784,98499,940,-113, NO_EVENT
11890,74551,74852,63787,714,-149, NO_EVENT
11891,74950,74851,79908,731,0, NO_EVENT
11892,75076,74984,29797,483,126, NO_EVENT
11893,75179,74904,38756,644,103, NO_EVENT
11894,75152,75047,33541,577,-27, NO_EVENT
11895,75411,75178,31934,505,262, NO_EVENT
11896,75443,75340,14801,344,32, NO_EVENT
11897,75738,75603,86751,895,295, NO_EVENT
11898,75619,75653,53897,785,-119, NO_EVENT
11899,76578,76200,81183,702,599, NO_EVENT
11900,76827,76463,234713,1332,249, NO_EVENT
11901,77389,77082,90472,871,562, NO_EVENT
11902,78090,77991,225289,1447,693, NO_EVENT
11903,79051,78224,197460,1311,961, NO_EVENT
11904,78511,78614,21312,390,-264, NO_EVENT
11905,78731,78737,13775,414,220, NO_EVENT
11906,78762,78737,117485,832,-247, NO_EVENT
11907,77856,78389,121375,906,-906, NO_EVENT
11908,77494,77601,253720,1569,30, NO_EVENT
11909,76300,76613,310832,1644,-1194, NO_EVENT
11910,75829,76167,50697,599,-471, NO_EVENT
11911,75665,75824,45314,656,-448, NO_EVENT
11912,75693,75499,177729,1244,28, NO_EVENT
11913,75315,75809,85455,836,-378, NO_EVENT
11914,75827,75507,79638,835,264, NO_EVENT
11915,76021,75680,23080,565,194, NO_EVENT
11916,76364,75655,134067,1209,343, NO_EVENT
11917,75655,75740,166789,1145,-709, NO_EVENT
11918,76092,75916,55331,551,476, NO_EVENT
11919,77009,76373,30649,917,917, NO_EVENT
11920,77235,77031,96395,851,226, NO_EVENT
11921,79412,78249,310699,2177,2177, NO_EVENT
11922,81934,80483,716707,2522,2522, NO_EVENT
